"","age","job","marital","housing","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"48",29,1,3,1,1,7,2,2,999,0,2,92.893,-46.2,1.299,5099.1,0
"49",44,8,2,1,1,2,2,2,999,0,2,93.444,-36.1,4.97,5228.1,0
"50",32,8,2,1,1,4,1,3,999,0,2,93.918,-42.7,4.957,5228.1,0
"51",56,6,2,3,1,5,5,1,999,2,1,92.963,-40.8,1.26,5076.2,0
"52",33,2,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"53",39,5,2,1,1,2,1,3,999,0,2,93.444,-36.1,4.966,5228.1,0
"54",24,10,2,3,1,10,4,2,3,1,3,92.379,-29.8,0.77,5017.5,1
"55",33,1,3,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"56",58,3,1,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
"57",29,1,3,3,2,5,1,27,999,0,2,94.465,-41.8,4.959,5228.1,0
"58",31,1,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
"59",27,1,2,1,2,7,5,5,999,0,2,93.994,-36.4,4.857,5191,0
"60",60,1,1,3,1,10,5,1,999,1,1,94.199,-37.5,0.886,4963.6,1
"61",55,3,2,3,1,9,2,1,999,2,1,92.431,-26.9,0.739,5017.5,0
"62",37,2,2,3,1,7,5,2,999,0,2,92.893,-46.2,1.334,5099.1,0
"63",52,1,2,3,2,1,5,1,6,1,3,93.749,-34.6,0.654,5008.7,1
"64",46,8,2,3,1,1,2,1,999,0,2,93.075,-47.1,1.405,5099.1,0
"65",42,2,1,3,1,7,5,2,999,0,2,92.893,-46.2,1.281,5099.1,0
"66",35,1,3,3,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
"67",49,10,1,3,1,9,3,1,999,0,2,92.431,-26.9,0.754,5017.5,0
"68",29,8,1,1,2,5,2,3,999,0,2,94.465,-41.8,4.865,5228.1,0
"69",32,2,2,1,1,8,2,2,5,1,3,93.2,-42,4.191,5195.8,1
"70",37,7,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.313,5099.1,0
"71",39,10,3,1,2,5,2,4,999,0,2,94.465,-41.8,4.865,5228.1,1
"72",51,8,2,3,2,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,1
"73",28,1,3,3,1,7,4,3,999,0,2,92.893,-46.2,1.291,5099.1,0
"74",34,5,2,3,1,7,5,4,999,0,2,92.893,-46.2,1.281,5099.1,0
"75",31,10,3,3,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,1
"76",31,1,2,3,1,2,3,5,999,0,2,93.444,-36.1,4.962,5228.1,0
"77",31,1,3,3,2,5,5,2,999,0,2,94.465,-41.8,4.864,5228.1,0
"78",38,7,3,1,2,7,3,2,999,0,2,93.994,-36.4,4.855,5191,0
"79",33,11,2,1,2,5,1,6,999,0,2,94.465,-41.8,4.959,5228.1,0
"80",32,10,3,1,1,2,4,12,999,0,2,93.444,-36.1,4.966,5228.1,0
"81",54,10,2,3,1,1,2,1,999,0,2,93.075,-47.1,1.405,5099.1,0
"82",41,1,1,3,2,5,4,2,999,0,2,94.465,-41.8,4.961,5228.1,0
"83",59,8,2,1,1,2,3,7,999,0,2,93.444,-36.1,4.963,5228.1,0
"84",57,6,2,3,1,1,3,1,2,1,3,93.075,-47.1,1.365,5099.1,0
"85",38,3,1,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"86",46,1,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"87",37,11,3,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
"88",47,8,3,2,2,5,3,3,999,0,2,94.465,-41.8,4.961,5228.1,1
"89",45,1,3,1,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,1
"90",36,2,2,3,2,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"91",40,11,3,3,1,4,2,5,999,0,2,93.918,-42.7,4.96,5228.1,0
"92",38,2,2,1,1,8,4,2,999,1,1,93.2,-42,4.153,5195.8,0
"93",44,2,2,1,2,5,4,2,999,0,2,94.465,-41.8,4.961,5228.1,0
"94",25,7,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.857,5191,0
"95",30,2,3,3,2,4,4,5,999,0,2,93.918,-42.7,4.961,5228.1,0
"96",43,5,2,1,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
"97",58,6,2,1,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,0
"98",31,10,2,3,2,7,5,6,999,0,2,93.994,-36.4,4.856,5191,0
"99",53,5,2,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"100",52,1,2,1,1,2,4,1,999,0,2,93.444,-36.1,4.968,5228.1,0
"101",37,5,2,1,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
"102",58,1,2,3,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
"103",37,8,2,3,1,7,3,3,999,0,2,92.893,-46.2,1.266,5099.1,0
"104",38,1,3,3,1,7,1,1,999,0,2,92.893,-46.2,1.313,5099.1,0
"105",33,8,3,3,1,1,3,2,999,0,2,93.075,-47.1,1.41,5099.1,0
"106",45,8,2,3,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,0
"107",44,3,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.858,5191,0
"108",38,2,2,3,2,4,3,2,999,0,2,93.918,-42.7,4.966,5228.1,0
"109",34,2,2,1,2,5,4,1,999,0,2,94.055,-39.8,0.702,4991.6,0
"110",47,5,2,3,1,4,5,1,999,0,2,92.469,-33.6,1.029,5076.2,0
"111",59,1,2,3,1,4,5,1,999,0,2,92.469,-33.6,1.085,5076.2,0
"112",51,2,2,3,1,2,3,2,999,0,2,93.444,-36.1,4.964,5228.1,0
"113",31,2,2,3,2,5,5,2,999,0,2,94.465,-41.8,4.864,5228.1,0
"114",56,5,2,3,1,8,5,1,999,1,1,93.2,-42,4.12,5195.8,0
"115",39,1,2,1,2,5,2,2,999,0,2,94.465,-41.8,4.961,5228.1,0
"116",41,3,2,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,1
"117",41,5,1,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"118",53,8,2,1,2,7,3,4,999,0,2,93.994,-36.4,4.86,5191,0
"119",35,2,2,1,1,4,2,4,999,0,2,93.918,-42.7,4.962,5228.1,0
"120",58,6,2,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
"121",25,7,2,3,2,5,5,2,999,0,2,94.465,-41.8,4.959,5228.1,0
"122",35,2,1,3,1,7,4,1,999,1,1,92.893,-46.2,1.344,5099.1,0
"123",28,8,3,1,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"124",55,2,2,3,1,7,1,3,999,1,1,92.893,-46.2,1.25,5099.1,0
"125",54,3,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.855,5191,0
"126",45,10,1,1,1,4,5,2,999,0,2,93.918,-42.7,4.962,5228.1,0
"127",32,2,2,3,1,1,3,1,999,1,1,93.075,-47.1,1.41,5099.1,0
"128",50,1,2,3,1,2,3,3,999,0,2,93.444,-36.1,4.963,5228.1,0
"129",75,6,2,1,1,1,4,1,999,1,1,93.075,-47.1,1.405,5099.1,1
"130",33,7,1,1,2,7,5,4,999,0,2,93.994,-36.4,4.858,5191,0
"131",29,5,2,1,1,2,5,2,999,0,2,93.444,-36.1,4.967,5228.1,0
"132",45,5,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"133",38,1,1,1,1,1,2,1,999,0,2,93.075,-47.1,1.392,5099.1,1
"134",24,8,3,3,2,7,2,1,999,0,2,93.994,-36.4,4.858,5191,0
"135",41,10,2,3,1,2,2,1,999,0,2,93.444,-36.1,4.963,5228.1,0
"136",58,6,1,3,1,5,4,1,999,0,2,92.963,-40.8,1.262,5076.2,1
"137",34,1,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
"138",34,1,2,1,1,8,2,2,999,0,2,94.767,-50.8,1.05,4963.6,0
"139",37,10,1,1,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
"140",53,2,1,1,2,5,5,1,999,0,2,94.465,-41.8,4.959,5228.1,1
"141",54,10,1,3,1,4,4,14,999,0,2,93.918,-42.7,4.961,5228.1,0
"142",32,10,1,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
"143",42,1,2,3,1,4,1,6,999,0,2,93.918,-42.7,4.962,5228.1,0
"144",28,10,3,3,1,2,3,2,3,1,3,92.201,-31.4,0.851,5076.2,1
"145",33,8,3,3,2,7,1,1,999,0,2,93.994,-36.4,4.864,5191,0
"146",41,2,2,3,1,1,2,2,999,0,2,93.075,-47.1,1.405,5099.1,0
"147",31,8,2,1,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"148",40,10,2,1,2,7,3,4,999,0,2,93.994,-36.4,4.86,5191,0
"149",53,12,2,1,1,8,5,1,999,1,1,92.649,-30.1,0.716,5017.5,0
"150",40,1,1,3,1,2,2,1,999,0,2,93.444,-36.1,4.965,5228.1,0
"151",82,4,2,1,2,10,4,3,3,2,3,94.199,-37.5,0.877,4963.6,1
"152",28,2,2,3,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
"153",30,1,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
"154",31,11,3,3,1,4,4,1,6,3,3,94.215,-40.3,0.835,4991.6,1
"155",32,10,3,3,1,2,5,1,999,0,2,93.444,-36.1,4.965,5228.1,0
"156",54,2,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
"157",31,2,2,1,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"158",50,8,2,3,1,2,3,2,999,0,2,93.444,-36.1,4.968,5228.1,0
"159",47,10,3,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"160",31,1,3,3,1,7,5,1,999,0,2,92.893,-46.2,1.281,5099.1,0
"161",32,11,2,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"162",46,1,3,3,1,8,2,2,999,2,1,94.767,-50.8,1.048,4963.6,0
"163",47,1,3,1,1,7,2,2,999,0,2,92.893,-46.2,1.299,5099.1,0
"164",32,1,3,1,1,8,2,2,999,2,1,94.767,-50.8,1.048,4963.6,0
"165",52,8,1,1,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
"166",45,1,2,3,1,9,1,3,6,1,3,94.601,-49.5,1.029,4963.6,1
"167",32,1,2,3,1,7,1,2,999,0,2,92.893,-46.2,1.313,5099.1,0
"168",71,2,1,1,1,2,3,1,999,0,2,94.027,-38.3,0.904,4991.6,0
"169",49,8,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.855,5191,0
"170",46,1,2,3,2,5,5,10,999,0,2,94.465,-41.8,4.864,5228.1,0
"171",46,2,2,1,1,8,1,1,999,0,2,94.767,-50.8,1.028,4963.6,0
"172",38,1,2,3,1,2,4,6,999,0,2,93.444,-36.1,4.965,5228.1,0
"173",57,8,2,1,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,0
"174",41,8,3,2,1,7,2,2,999,1,1,92.893,-46.2,1.299,5099.1,0
"175",44,10,2,1,2,7,1,3,999,0,2,93.994,-36.4,4.864,5191,0
"176",47,10,2,3,1,2,5,7,999,0,2,93.444,-36.1,4.964,5228.1,0
"177",40,2,2,3,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
"178",57,6,3,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"179",27,1,3,1,1,6,4,1,3,1,3,93.369,-34.8,0.637,5008.7,1
"180",52,2,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.966,5228.1,1
"181",34,5,2,3,2,5,5,1,999,0,2,92.963,-40.8,1.26,5076.2,0
"182",42,3,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"183",51,10,2,3,2,5,1,3,999,0,2,94.465,-41.8,4.959,5228.1,0
"184",45,5,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,0
"185",56,6,2,1,1,7,2,1,999,0,2,92.893,-46.2,1.244,5099.1,0
"186",41,5,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"187",44,1,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
"188",50,2,2,3,1,7,2,3,3,1,3,92.893,-46.2,1.354,5099.1,1
"189",54,7,2,1,1,2,4,3,999,0,2,93.444,-36.1,4.963,5228.1,0
"190",51,2,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
"191",30,2,3,1,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"192",42,4,2,3,2,5,1,8,999,0,2,94.465,-41.8,4.959,5228.1,0
"193",41,10,2,3,2,5,2,11,999,0,2,94.465,-41.8,4.865,5228.1,0
"194",47,8,3,1,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
"195",35,2,2,3,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
"196",58,2,2,1,1,8,4,1,999,1,1,93.2,-42,4.153,5195.8,0
"197",50,2,1,3,1,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,1
"198",41,10,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"199",38,10,2,3,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
"200",32,9,3,1,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
"201",21,9,3,1,1,2,4,1,999,1,1,92.201,-31.4,0.884,5076.2,0
"202",46,1,1,1,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
"203",42,7,2,3,1,8,1,3,999,0,2,93.2,-42,4.021,5195.8,0
"204",55,8,2,1,1,2,5,13,999,0,2,93.444,-36.1,4.964,5228.1,0
"205",29,1,3,3,2,8,2,1,6,1,3,94.767,-50.8,1.05,4963.6,0
"206",30,2,3,3,2,5,5,1,999,0,2,94.465,-41.8,4.959,5228.1,0
"207",53,5,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"208",35,5,2,3,1,8,5,2,999,0,2,93.2,-42,4.12,5195.8,0
"209",46,8,2,3,2,7,4,4,999,0,2,93.994,-36.4,4.856,5191,0
"210",30,2,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
"211",43,3,2,3,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
"212",42,8,2,3,1,4,2,4,999,0,2,93.918,-42.7,4.96,5228.1,0
"213",32,10,2,1,1,4,4,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"214",41,2,1,3,1,7,1,1,999,1,1,92.893,-46.2,1.313,5099.1,0
"215",28,1,2,1,1,7,4,3,999,1,1,92.893,-46.2,1.291,5099.1,0
"216",24,8,3,1,1,4,3,6,999,0,2,93.918,-42.7,4.963,5228.1,0
"217",43,5,2,3,1,1,1,1,999,0,2,93.075,-47.1,1.405,5099.1,0
"218",30,1,3,3,1,2,2,1,999,0,2,93.444,-36.1,4.97,5228.1,0
"219",55,2,2,1,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
"220",51,6,2,1,1,4,1,1,999,0,2,93.918,-42.7,4.959,5228.1,0
"221",22,9,3,1,1,4,1,2,999,0,2,93.918,-42.7,4.957,5228.1,0
"222",32,3,3,1,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"223",43,1,2,1,1,4,3,3,999,0,2,93.918,-42.7,4.968,5228.1,0
"224",39,5,2,1,2,5,2,5,999,0,2,94.465,-41.8,4.865,5228.1,0
"225",52,2,1,1,1,4,4,8,999,0,2,93.918,-42.7,4.961,5228.1,0
"226",38,10,3,3,1,7,2,3,999,1,1,92.893,-46.2,1.244,5099.1,0
"227",59,6,2,1,2,1,4,4,999,0,2,93.075,-47.1,1.453,5099.1,0
"228",31,2,2,3,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
"229",76,6,3,1,1,8,2,4,6,1,3,92.649,-30.1,0.715,5017.5,1
"230",44,12,3,3,2,5,2,3,999,0,2,94.465,-41.8,4.96,5228.1,0
"231",30,2,2,1,2,7,1,2,999,0,2,93.994,-36.4,4.864,5191,0
"232",32,8,2,1,2,5,1,1,999,0,2,94.465,-41.8,4.959,5228.1,0
"233",41,11,2,1,2,5,1,3,999,0,2,94.465,-41.8,4.967,5228.1,0
"234",33,1,3,3,1,2,3,4,999,0,2,93.444,-36.1,4.963,5228.1,1
"235",59,6,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.963,5228.1,0
"236",28,2,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
"237",33,2,3,3,1,7,1,2,999,0,2,92.893,-46.2,1.313,5099.1,0
"238",53,8,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
"239",41,8,2,1,1,6,5,6,999,0,2,92.843,-50,1.778,5099.1,1
"240",55,12,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"241",45,2,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"242",35,10,2,1,1,4,3,4,999,0,2,93.918,-42.7,4.968,5228.1,0
"243",31,8,2,1,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
"244",53,5,2,1,1,2,2,4,999,0,2,93.444,-36.1,4.965,5228.1,0
"245",35,10,3,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"246",45,2,1,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"247",34,4,3,1,2,5,3,2,999,0,2,94.465,-41.8,4.961,5228.1,0
"248",42,1,2,1,2,1,2,3,999,1,1,93.075,-47.1,1.405,5099.1,0
"249",36,7,2,3,1,8,3,3,999,0,2,93.2,-42,4.076,5195.8,0
"250",44,1,2,1,2,7,5,3,999,0,2,93.994,-36.4,4.856,5191,0
"251",50,1,1,3,1,2,4,2,999,0,2,93.444,-36.1,4.965,5228.1,0
"252",36,1,2,3,1,10,1,1,999,0,2,92.379,-29.8,0.773,5017.5,0
"253",27,10,2,1,1,4,3,9,999,0,2,93.918,-42.7,4.963,5228.1,0
"254",40,5,2,1,2,7,1,3,999,0,2,93.994,-36.4,4.859,5191,0
"255",25,10,3,3,2,5,2,6,999,0,2,94.465,-41.8,4.96,5228.1,0
"256",29,5,2,3,1,2,4,2,999,0,2,93.444,-36.1,4.966,5228.1,0
"257",44,1,2,1,2,7,5,3,999,0,2,93.994,-36.4,4.856,5191,0
"258",57,2,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
"259",30,1,3,3,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"260",37,7,2,3,1,2,5,2,999,0,2,93.444,-36.1,4.967,5228.1,0
"261",57,10,2,1,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
"262",32,10,2,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,1
"263",54,1,2,1,1,8,4,2,10,1,3,94.767,-50.8,1.035,4963.6,1
"264",58,2,2,3,1,2,2,1,999,0,2,93.444,-36.1,4.97,5228.1,1
"265",29,1,3,3,1,2,4,5,999,0,2,93.444,-36.1,4.963,5228.1,0
"266",60,8,2,1,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,0
"267",27,11,3,1,2,5,5,2,999,0,2,94.465,-41.8,4.864,5228.1,0
"268",30,11,2,3,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,0
"269",42,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
"270",48,4,2,1,2,5,4,1,999,0,2,94.465,-41.8,4.864,5228.1,0
"271",35,1,3,1,1,2,2,2,999,0,2,93.444,-36.1,4.97,5228.1,0
"272",46,2,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"273",57,6,4,1,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"274",30,8,2,1,2,5,2,3,999,0,2,94.465,-41.8,4.865,5228.1,0
"275",28,10,3,3,1,1,3,4,999,1,1,93.075,-47.1,1.41,5099.1,0
"276",34,8,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"277",42,2,2,1,2,5,3,1,999,0,2,94.465,-41.8,4.958,5228.1,0
"278",30,1,3,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
"279",27,9,3,3,1,2,5,1,999,0,2,94.027,-38.3,0.9,4991.6,0
"280",23,3,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
"281",43,2,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"282",59,5,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"283",31,7,3,1,1,2,2,1,999,2,1,94.027,-38.3,0.898,4991.6,0
"284",43,7,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
"285",52,10,2,3,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,0
"286",26,4,3,3,2,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"287",24,2,2,3,2,7,1,6,999,0,2,93.994,-36.4,4.855,5191,0
"288",35,2,3,1,1,8,3,1,999,1,1,93.2,-42,4.076,5195.8,0
"289",59,10,2,1,1,5,3,4,999,1,1,94.055,-39.8,0.742,4991.6,1
"290",28,2,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.855,5191,0
"291",37,2,3,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
"292",46,1,2,1,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
"293",26,10,3,3,1,4,1,3,6,2,3,94.215,-40.3,0.861,4991.6,1
"294",40,5,2,3,1,2,3,6,999,0,2,93.444,-36.1,4.963,5228.1,0
"295",56,2,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"296",40,5,2,3,1,7,4,1,999,0,2,92.893,-46.2,1.344,5099.1,0
"297",29,1,3,3,2,7,5,2,999,0,2,93.994,-36.4,4.859,5191,0
"298",28,2,3,3,1,7,3,1,999,1,1,92.893,-46.2,1.266,5099.1,0
"299",48,10,3,1,2,7,3,7,999,0,2,93.994,-36.4,4.86,5191,0
"300",28,11,3,3,1,7,2,1,999,0,2,92.893,-46.2,1.244,5099.1,0
"301",33,10,2,1,2,7,3,4,999,0,2,93.994,-36.4,4.86,5191,0
"302",56,3,2,3,2,5,3,1,999,0,2,94.465,-41.8,4.961,5228.1,0
"303",57,6,2,1,1,2,4,4,999,0,2,93.444,-36.1,4.965,5228.1,1
"304",24,1,3,3,2,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
"305",39,7,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
"306",40,2,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"307",54,2,1,3,2,5,3,3,999,0,2,94.465,-41.8,4.958,5228.1,0
"308",25,1,3,1,2,5,5,2,999,0,2,94.465,-41.8,4.864,5228.1,0
"309",36,2,2,1,1,7,5,3,999,1,1,92.893,-46.2,1.281,5099.1,1
"310",48,1,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"311",32,1,3,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
